0,0,135.66666666666666,822.3903840299888,753.3920193719327,795.7635742190955,474.4398703571241,-28.9338791716729,1686,990,1500,1500,BLUE,22.0,21.99
1,100,135.0,822.5851383120541,753.4605863980318,796.5738397745714,474.5823092454101,-28.911115702198256,1686,990,1500,1500,BLUE,22.0,22.01
2,200,135.0,822.4358824733293,753.3036774049409,796.7263805380771,474.4868341379915,-28.884171656635097,1686,990,1500,1500,BLUE,22.0,22.01
3,300,135.66666666666666,822.791004294896,753.4218618734226,796.7085706670033,474.6194979538433,-28.915214055511615,1686,990,1500,1500,BLUE,22.0,22.02
4,400,135.0,822.6051246611021,753.2847088105837,796.3996236309397,474.38639423382506,-28.91954349059633,1686,990,1500,1500,BLUE,22.0,22.0
5,500,135.66666666666666,822.6918069358904,753.4503733043144,796.3361508144831,474.333891352863,-28.934446178056806,1686,990,1500,1500,BLUE,22.0,21.99
6,600,135.66666666666666,822.8110159747957,753.4161364903855,796.7579114721626,474.6366795577241,-28.950231914335596,1686,990,1500,1500,BLUE,22.0,22.01
7,700,135.66666666666666,822.7528874703725,753.3758689218288,796.2872259941614,474.4478188798433,-28.937830158752206,1686,990,1500,1500,BLUE,22.0,21.98
8,800,135.66666666666666,822.6420827161924,753.377789107561,796.6526670842524,474.46877805885805,-28.95097128604295,1686,990,1500,1500,BLUE,22.0,21.98
9,900,135.66666666666666,822.6859997942556,753.3910989351571,796.7012180241168,474.5502465689572,-28.954054154771306,1686,990,1500,1500,BLUE,22.0,22.02
10,1000,135.66666666666666,822.4031487221689,753.2347430366333,796.0780137907482,474.5599401573114,-28.936978056872807,1686,990,1500,1500,BLUE,22.0,22.03
11,1100,136.66666666666666,823.1470501477893,753.2240004950144,794.7442368342661,474.093550747544,-28.96060500074276,1686,990,1500,1500,BLUE,22.0,21.81
12,1200,136.66666666666666,823.2254317819641,753.2806905201322,795.5398566476147,474.10266697272937,-28.980959716229986,1686,990,1500,1500,BLUE,22.0,21.83
13,1300,136.33333333333334,822.9658745731002,753.3831644950073,795.8956009295824,474.44935206398077,-28.92130826873796,1686,990,1500,1500,BLUE,22.0,22.01
14,1400,136.0,822.6411715298728,753.3050640902444,795.8025807603258,474.3156736985284,-28.896872989512886,1686,990,1500,1500,BLUE,22.0,22.02
15,1500,135.66666666666666,822.5045676966644,753.4538248464386,796.1124995290346,474.5667117746095,-28.944311879723777,1686,990,1500,1500,BLUE,22.0,22.09
16,1600,135.66666666666666,822.580939721426,753.5243361560438,797.245958882446,474.3894248113693,-28.955101456833606,1686,990,1500,1500,BLUE,22.0,22.03
17,1700,136.0,822.5529279191425,753.271692834619,796.5248003356415,474.41961406989185,-28.920025192413277,1686,990,1500,1500,BLUE,22.0,22.04
18,1800,136.0,822.3892613338629,753.0724174519702,795.8075441770519,474.4633176108672,-28.90391430290432,1686,990,1500,1500,BLUE,22.0,21.97
19,1900,136.0,822.543645174068,753.2688035827794,796.2495899393573,474.6389839962932,-28.911548725450608,1686,990,1500,1500,BLUE,22.0,22.0
20,2000,136.33333333333334,822.3306955791098,753.1621680951502,796.165749502874,474.32376877188204,-28.904104893317715,1686,990,1500,1500,BLUE,22.0,21.97
21,2100,136.33333333333334,822.4739505596579,753.1451453452012,795.745409790964,474.3786946675664,-28.94816405193837,1686,990,1500,1500,BLUE,22.0,22.02
22,2200,136.33333333333334,822.4890076809675,753.0437735193983,795.2504367257964,474.40672083534093,-28.910436950113315,1686,990,1500,1500,BLUE,22.0,22.02
23,2300,136.0,822.6715885257519,753.2984706168985,796.434584481054,474.5161816245208,-28.99890308223304,1686,990,1500,1500,BLUE,22.0,21.94
24,2400,136.0,822.5780105441016,753.1550655569042,795.8401814281862,474.26581295057423,-28.955786442244555,1686,990,1500,1500,BLUE,22.0,22.04
25,2500,136.0,822.6305450550833,753.2446850662905,796.2050985989397,474.48122076847784,-28.956595612773892,1686,990,1500,1500,BLUE,22.0,21.95
26,2600,136.33333333333334,822.5863878081968,753.1875751274657,795.9706292407345,474.4842703911405,-28.938097965668295,1686,990,1500,1500,BLUE,22.0,22.03
27,2700,136.0,822.2513676736672,753.1025871111264,795.685575528964,474.502201650011,-28.938595569491063,1686,990,1500,1500,BLUE,22.0,21.97
28,2800,136.0,822.5681489395196,753.2051108204295,796.2207611936389,474.7925045580002,-28.921401951404896,1686,990,1500,1500,BLUE,22.0,22.03
